employee_id,first_name,last_name,gender,state,city,hiredate,department,job_title,education_level,salary,performance_rating,overtime,birthdate,termdate
00-86638551,Faith,Blair,Female,Nakuru,Molo,2017-01-26,Sales,Sales Consultant,PhD,109936,Excellent,No,1963-04-20,
00-71124266,Kyle,Flores,Female,Kakamega,Shinyalu,2016-09-14,Sales,Sales Specialist,PhD,82872,Satisfactory,No,1964-03-12,
00-85300766,Melanie,Lee,Male,Mombasa,Nyali,2019-06-15,Operations,Inventory Specialist,High School,65247,Good,Yes,1998-07-14,
00-20435361,Anthony,Turner,Male,Kiambu,Thika,2020-08-10,Finance,Financial Analyst,PhD,82021,Good,No,1960-09-20,
00-69429182,Heather,Martinez,Male,Nairobi,Kasarani,2015-12-23,Sales,Sales Specialist,Bachelor,95889,Satisfactory,Yes,1976-04-21,
00-35074424,Jeff,Sanders,Male,Bungoma,Kimilili,2023-11-10,Sales,Sales Specialist,Master,72472,Good,Yes,1961-08-15,
00-31858604,Courtney,Miller,Female,Nairobi,Nairobi,2020-03-04,Operations,Inventory Specialist,High School,55062,Good,No,1984-04-22,
00-73695246,Rebekah,Gonzalez,Male,Kakamega,Kakamega,2017-03-18,Customer Service,Support Specialist,Bachelor,72931,Good,No,1965-10-13,
00-33798326,Nicholas,Reed,Male,Nairobi,Kasarani,2022-10-03,IT,System Administrator,Bachelor,90585,Satisfactory,No,1993-01-21,
00-92639155,Eric,Rowe,Female,Nairobi,Kasarani,2016-03-09,Sales,Sales Consultant,Master,86697,Good,No,1963-11-02,
00-82008855,Rebecca,Johnson,Male,Nairobi,Embakasi,2024-09-07,Sales,Sales Manager,PhD,100027,Excellent,No,1973-04-20,
00-85410537,Jacob,Barber,Male,Kisumu,Maseno,2017-11-29,Customer Service,Help Desk Technician,Bachelor,60551,Good,No,1992-11-20,
00-37390284,Todd,Sanchez,Female,Mombasa,Kisauni,2023-02-19,IT,Software Developer,Bachelor,73799,Good,No,1979-08-21,
00-22138251,Jennifer,Burch,Male,Nairobi,Ruaraka,2019-05-17,Sales,Sales Representative,Bachelor,75160,Good,Yes,1982-01-24,
00-66759152,Margaret,Heath,Female,Nairobi,Embakasi,2023-09-23,Operations,Logistics Coordinator,Bachelor,57314,Good,No,1998-04-28,
00-45220681,Jason,Young,Male,Nairobi,Ruaraka,2017-03-07,Operations,Logistics Coordinator,Bachelor,75080,Good,No,1963-07-28,
00-31170843,Edward,Steele,Female,Mombasa,Likoni,2015-11-13,Operations,Logistics Coordinator,Bachelor,57577,Good,Yes,1989-12-16,
00-89370781,Scott,Lyons,Male,Bungoma,Kimilili,2020-03-14,Sales,Sales Representative,Bachelor,73880,Good,Yes,1973-06-05,
00-21690100,Patricia,Morrison,Male,Kisumu,Nyalenda,2022-03-09,Operations,Logistics Coordinator,Bachelor,63788,Good,No,1972-02-28,
00-50599103,Aaron,Cox,Male,Kiambu,Ruiru,2022-07-03,IT,System Administrator,Master,88079,Good,Yes,1988-01-25,
00-12587407,Hayley,Clayton,Male,Kiambu,Limuru,2016-10-30,Customer Service,Help Desk Technician,High School,75671,Good,Yes,1998-11-14,
00-85910969,Marie,Casey,Female,Nakuru,Gilgil,2021-03-29,Sales,Sales Specialist,PhD,98700,Excellent,No,1984-10-13,
00-13594894,David,Henderson,Female,Nakuru,Nakuru,2024-02-03,IT,Software Developer,Bachelor,94964,Satisfactory,No,1975-10-09,
00-18524087,William,Stanton,Male,Bungoma,Naitiri,2021-07-02,Customer Service,Help Desk Technician,Bachelor,82544,Good,No,1972-07-29,
00-35481359,Randy,Solomon,Male,Kisumu,Kondele,2015-08-03,IT,IT Support Specialist,High School,61035,Good,No,1971-11-27,
00-81202765,Theresa,Williams,Male,Nairobi,Kasarani,2017-03-14,Sales,Sales Consultant,Bachelor,94412,Good,No,1987-06-18,
00-85351333,Paul,Jimenez,Male,Nakuru,Nakuru,2024-02-16,IT,Software Developer,Master,98088,Good,No,2003-09-14,
00-47303947,Kathy,Roman,Male,Kiambu,Thika,2022-11-19,IT,IT Support Specialist,Bachelor,58524,Satisfactory,Yes,1982-08-29,
00-17288491,Melissa,James,Female,Kisumu,Nyalenda,2022-02-08,Operations,Logistics Coordinator,Bachelor,70263,Satisfactory,No,1964-04-05,
00-20112592,Alexis,Martinez,Male,Mombasa,Kisauni,2019-06-03,Sales,Sales Consultant,PhD,69907,Satisfactory,Yes,1972-08-24,
00-65604429,Cory,Newman,Male,Bungoma,Kimilili,2019-11-16,Marketing,Content Creator,Bachelor,76379,Good,No,1973-01-11,
00-95096413,Tina,Walker,Female,Mombasa,Kisauni,2018-08-05,Customer Service,Help Desk Technician,High School,85277,Satisfactory,Yes,1961-01-17,
00-99029797,Erica,Chen,Male,Nairobi,Ruaraka,2017-03-13,IT,System Administrator,Bachelor,81245,Excellent,No,1983-12-28,
00-96597256,Janice,Stuart,Female,Bungoma,Bungoma,2020-07-10,IT,IT Support Specialist,High School,57993,Needs Improvement,No,1989-06-17,
00-60950884,Elizabeth,Wilkinson,Male,Nairobi,Embakasi,2022-06-18,Customer Service,Customer Service Representative,High School,58703,Good,Yes,2004-12-14,
00-87969595,Sandra,Gill,Female,Kisumu,Kisumu,2024-07-26,Sales,Sales Specialist,Master,74736,Good,No,1983-06-16,
00-97784963,Michele,Chan,Female,Nakuru,Gilgil,2020-07-04,Operations,Logistics Coordinator,Bachelor,60125,Good,No,2002-06-22,
00-36805045,James,Ramos,Male,Nairobi,Embakasi,2024-04-12,Sales,Sales Specialist,Master,71395,Good,No,1991-10-18,
00-73881463,David,Clark,Female,Nairobi,Nairobi,2016-03-25,Operations,Operations Manager,Master,97245,Good,Yes,2003-07-15,
00-65333444,Tina,Haas,Male,Nairobi,Nairobi,2021-02-25,Finance,Accounts Payable Specialist,Bachelor,59818,Excellent,Yes,1992-03-13,
00-16432263,Stephanie,Gillespie,Male,Mombasa,Mombasa,2017-07-17,Sales,Sales Specialist,Bachelor,71045,Good,No,1985-07-01,
00-82399892,Andre,Rodriguez,Female,Uasin Gishu,Eldoret,2015-08-24,Operations,Operations Analyst,Bachelor,78407,Good,Yes,1983-08-23,
00-18803339,Kelly,Osborn,Male,Kisumu,Maseno,2019-05-15,Customer Service,Help Desk Technician,Bachelor,83608,Excellent,Yes,2001-01-05,
00-80959857,Ann,Santiago,Male,Mombasa,Kisauni,2017-10-15,Sales,Sales Specialist,Bachelor,75454,Good,No,1989-12-21,
00-33334187,Ashlee,Love,Female,Nairobi,Kasarani,2022-09-16,Operations,Logistics Coordinator,Bachelor,62219,Good,Yes,1980-10-14,
00-50150882,Vicki,Welch,Male,Nairobi,Nairobi,2023-03-13,IT,Software Developer,Bachelor,96483,Good,Yes,1994-10-24,
00-14052129,Gregory,Mullen,Male,Nakuru,Gilgil,2022-06-07,Operations,Operations Analyst,Master,78680,Needs Improvement,No,1981-03-07,
00-29770964,Brian,White,Male,Mombasa,Likoni,2020-12-11,IT,System Administrator,Bachelor,88793,Good,No,1980-07-15,
00-55483577,Christine,Kaiser,Male,Nairobi,Embakasi,2024-03-22,Operations,Logistics Coordinator,Bachelor,68732,Excellent,Yes,1963-08-12,
00-96818181,Nathan,Williams,Male,Bungoma,Bungoma,2019-06-01,Marketing,Marketing Coordinator,Bachelor,85132,Excellent,No,1985-06-14,
00-20101490,John,Prince,Female,Nairobi,Embakasi,2019-11-03,Sales,Sales Representative,Bachelor,57129,Satisfactory,Yes,1999-06-23,
00-89502034,Jennifer,Lin,Female,Nakuru,Njoro,2022-04-06,Customer Service,Customer Service Representative,High School,62091,Good,No,1984-08-11,
00-61657510,Carl,Holland,Male,Nairobi,Kasarani,2023-07-26,Sales,Sales Consultant,Bachelor,73383,Satisfactory,No,1998-03-06,
00-73384034,Brian,Sanders,Male,Kakamega,Malava,2019-11-04,Sales,Sales Representative,Bachelor,86289,Satisfactory,No,1982-08-15,
00-84822264,Travis,Garcia,Female,Kiambu,Kikuyu,2015-04-02,Customer Service,Help Desk Technician,High School,71713,Good,Yes,1978-03-25,
00-12247218,Adam,Caldwell,Female,Nairobi,Ruaraka,2017-03-30,Sales,Sales Representative,Bachelor,55034,Satisfactory,No,1989-03-15,
00-17626061,Melissa,Dodson,Female,Nairobi,Ruaraka,2021-10-27,IT,System Administrator,Master,100889,Good,No,1985-02-24,
00-36121230,David,Hoffman,Male,Nairobi,Dagoreti,2022-02-27,Operations,Operations Manager,Bachelor,114639,Good,No,1964-04-02,
00-46147988,Alexander,Keller,Male,Bungoma,Chwele,2017-03-27,IT,Software Developer,Bachelor,107010,Satisfactory,No,1967-06-16,
00-94585900,Kim,Thompson,Female,Mombasa,Mombasa,2022-09-14,Sales,Sales Representative,Bachelor,60107,Excellent,No,1993-07-16,
00-54829778,Brian,Mueller,Female,Nairobi,Embakasi,2024-09-14,Customer Service,Customer Service Representative,High School,54982,Satisfactory,Yes,1992-03-21,
00-75035598,Reginald,Duncan,Male,Mombasa,Kisauni,2023-10-07,Customer Service,Support Specialist,Bachelor,70802,Excellent,Yes,1969-05-25,
00-11469955,Thomas,Diaz,Male,Nairobi,Dagoreti,2022-01-25,IT,Software Developer,Bachelor,83652,Satisfactory,No,2001-12-21,
00-98841927,Lee,Hill,Female,Nairobi,Dagoreti,2024-07-03,Sales,Sales Consultant,PhD,85092,Satisfactory,No,1986-11-02,
00-31784381,Brandon,Flores,Female,Nairobi,Ruaraka,2022-08-09,Customer Service,Support Specialist,High School,57762,Satisfactory,No,1990-10-08,
00-64736922,Charles,Thompson,Male,Bungoma,Chwele,2020-08-31,Operations,Logistics Coordinator,Bachelor,67082,Good,No,1999-11-04,
00-30966164,Donna,Richardson,Male,Mombasa,Mombasa,2024-06-15,Sales,Sales Consultant,Bachelor,74292,Excellent,No,1976-09-28,
00-43372435,Tiffany,Adams,Male,Nairobi,Kasarani,2015-01-31,Operations,Logistics Coordinator,Bachelor,69930,Needs Improvement,No,1987-07-10,
00-86487490,Ashlee,Hull,Female,Nakuru,Nakuru,2019-05-13,Customer Service,Customer Service Representative,Bachelor,62775,Good,Yes,1965-11-16,
00-43544444,Mark,Nelson,Male,Kakamega,Kakamega,2021-08-10,Customer Service,Support Specialist,Bachelor,59535,Satisfactory,No,1982-09-29,
00-70244877,Sarah,Davis,Male,Nairobi,Nairobi,2015-10-07,Finance,Finance Manager,PhD,103627,Satisfactory,No,1987-01-06,
00-60389714,Nicholas,Mercer,Male,Nairobi,Ruaraka,2018-08-18,Marketing,Marketing Manager,Bachelor,122160,Satisfactory,Yes,1962-12-25,
00-15640988,Manuel,Payne,Male,Nakuru,Molo,2018-05-19,Operations,Logistics Coordinator,Bachelor,70177,Good,Yes,1984-02-10,
00-67031028,Linda,Brown,Male,Kiambu,Ruiru,2017-11-09,IT,IT Support Specialist,Bachelor,68011,Good,Yes,1988-08-07,
00-81509657,Aaron,Taylor,Male,Kisumu,Nyalenda,2023-04-09,Operations,Logistics Coordinator,Bachelor,65737,Good,No,1997-02-25,
00-47363712,Gary,Bray,Female,Kisumu,Milimani,2022-09-16,Sales,Sales Specialist,Bachelor,59055,Good,No,1983-05-16,
00-63701561,Alexis,Dean,Male,Nairobi,Embakasi,2023-09-11,Sales,Sales Specialist,PhD,80444,Good,No,1978-03-12,
00-78453832,Tyler,Taylor,Female,Bungoma,Bungoma,2020-09-13,HR,Recruiter,Bachelor,54204,Good,No,2000-07-11,
00-86498139,Christopher,Parker,Male,Nairobi,Embakasi,2019-03-20,Sales,Sales Representative,Bachelor,60914,Good,No,1974-07-06,
00-79494015,Ashley,Walton,Male,Nakuru,Nakuru,2018-06-16,Finance,Accountant,Bachelor,81578,Good,No,1962-05-18,
00-65178770,Rebecca,Oliver,Male,Kisumu,Maseno,2017-06-29,IT,Software Developer,Bachelor,84270,Satisfactory,No,1972-05-24,
00-40980281,Amanda,Holland,Female,Bungoma,Webuye,2019-06-07,Operations,Logistics Coordinator,Bachelor,61870,Satisfactory,No,1971-09-27,
00-72222360,Benjamin,Friedman,Male,Kiambu,Limuru,2021-07-04,Operations,Operations Analyst,Bachelor,60957,Good,Yes,1997-11-19,
00-64727631,Jason,Martin,Male,Bungoma,Naitiri,2017-07-10,Customer Service,Support Specialist,High School,66456,Good,No,1981-11-23,
00-60040826,Patricia,Hall,Male,Kisumu,Kondele,2020-11-05,Marketing,SEO Specialist,Bachelor,81303,Excellent,No,2001-08-05,
00-75042161,Carolyn,Townsend,Male,Uasin Gishu,Soy,2024-02-21,Customer Service,Customer Service Representative,Bachelor,69078,Satisfactory,No,1984-05-19,
00-28104420,Samuel,Price,Male,Kisumu,Kisumu,2022-10-24,Operations,Logistics Coordinator,Bachelor,64865,Good,No,1984-12-13,
00-91179203,Anthony,Haley,Female,Nairobi,Embakasi,2020-09-27,IT,System Administrator,Bachelor,70984,Satisfactory,Yes,1983-10-17,
00-65127108,Barbara,Moreno,Male,Mombasa,Likoni,2020-08-29,Marketing,Content Creator,Bachelor,68527,Excellent,No,1977-02-22,
00-61517012,Thomas,Stephens,Male,Nairobi,Nairobi,2019-05-17,Customer Service,Help Desk Technician,Bachelor,87231,Excellent,Yes,1975-03-29,
00-86396187,John,Walsh,Male,Nairobi,Kasarani,2020-03-21,Operations,Inventory Specialist,High School,59949,Excellent,No,1985-06-21,
00-56271914,Shelia,Cohen,Female,Kiambu,Thika,2018-12-16,Operations,Logistics Coordinator,Bachelor,52265,Satisfactory,No,1985-04-13,
00-98221887,Ruth,Steele,Male,Bungoma,Webuye,2023-03-20,Customer Service,Support Specialist,High School,69004,Satisfactory,No,1963-07-22,
00-90960465,Darius,Davis,Male,Nairobi,Embakasi,2023-10-27,Customer Service,Customer Service Representative,Bachelor,63962,Good,Yes,1989-10-31,
00-43279063,Patrick,Parker,Male,Bungoma,Kimilili,2017-01-12,IT,Software Developer,Master,74870,Good,Yes,1989-08-20,
00-74083494,Stephanie,Powers,Female,Bungoma,Naitiri,2023-11-02,Customer Service,Support Specialist,Bachelor,59612,Good,No,2002-11-19,
00-79090975,Belinda,Rogers,Female,Kiambu,Limuru,2019-04-01,Marketing,SEO Specialist,High School,53217,Good,No,1986-03-06,
00-91995629,David,Williams,Female,Kisumu,Nyalenda,2017-02-17,Operations,Logistics Coordinator,Bachelor,59848,Good,No,1971-03-06,
00-50414015,Brenda,Bell,Male,Nairobi,Kasarani,2016-01-10,Sales,Sales Consultant,Bachelor,74179,Good,No,1984-01-22,
00-33174916,Kim,Tucker,Female,Nairobi,Dagoreti,2015-05-27,Sales,Sales Consultant,Bachelor,68084,Good,No,1978-12-05,
00-43154375,Joseph,Campbell,Male,Nairobi,Kasarani,2016-09-05,Sales,Sales Consultant,Bachelor,78700,Good,Yes,2000-09-21,
00-80850880,Stephen,Dorsey,Male,Kisumu,Kisumu,2022-07-06,IT,System Administrator,Master,97589,Satisfactory,Yes,1961-09-30,
00-30771252,Adam,Williams,Male,Mombasa,Mombasa,2024-02-24,IT,IT Support Specialist,High School,63521,Excellent,No,1999-08-20,
00-13936735,Robert,Hoffman,Female,Nairobi,Embakasi,2015-06-03,IT,Software Developer,Bachelor,101200,Excellent,Yes,1965-05-01,
00-49928545,Kevin,Gardner,Male,Nairobi,Kasarani,2015-10-24,Operations,Inventory Specialist,High School,56400,Good,No,1971-07-04,
00-72600538,Ryan,Morales,Female,Kisumu,Kondele,2024-08-10,Operations,Inventory Specialist,Bachelor,60085,Needs Improvement,No,1988-09-12,
00-92804244,Seth,Cole,Male,Mombasa,Changamwe,2022-05-01,Operations,Logistics Coordinator,Bachelor,72656,Good,Yes,1980-05-16,
00-50930993,Nicole,Davis,Female,Nairobi,Embakasi,2022-11-13,Operations,Logistics Coordinator,Bachelor,60904,Good,No,1998-03-22,
00-14530614,James,Zamora,Female,Nairobi,Kasarani,2023-06-15,Operations,Inventory Specialist,Bachelor,57713,Satisfactory,No,1992-11-16,
00-19491470,Hannah,Johnson,Female,Uasin Gishu,Kesses,2017-11-30,IT,Software Developer,Bachelor,89264,Good,No,1964-07-06,
00-37397226,Mark,Johnson,Female,Nairobi,Nairobi,2020-04-04,Operations,Logistics Coordinator,Bachelor,53600,Good,No,1976-12-18,
00-53137197,Michael,Hale,Female,Uasin Gishu,Turbo,2017-07-02,Operations,Logistics Coordinator,Bachelor,55297,Good,No,1980-01-08,
00-82955931,James,Chapman,Male,Nairobi,Dagoreti,2019-05-30,Marketing,Content Creator,High School,62527,Satisfactory,No,1990-06-02,
00-92261717,Theresa,Cunningham,Female,Nakuru,Naivasha,2020-08-27,Operations,Logistics Coordinator,Bachelor,55396,Satisfactory,No,1986-04-08,
00-61505306,Jacob,Marshall,Female,Nairobi,Kasarani,2017-01-31,Finance,Accountant,Bachelor,73902,Excellent,No,1989-10-25,
00-99540581,Daniel,Reid,Male,Kakamega,Kakamega,2024-09-09,Finance,Financial Analyst,Bachelor,75810,Good,No,2004-10-06,
00-11524247,Michael,Hudson,Male,Nairobi,Nairobi,2018-05-28,Sales,Sales Consultant,Bachelor,102906,Needs Improvement,No,1986-03-27,
00-30311392,Jeffrey,Harris,Male,Kiambu,Kikuyu,2016-09-26,IT,Software Developer,Bachelor,94372,Needs Improvement,Yes,1984-01-11,
00-55209042,Nathan,Owens,Male,Nairobi,Embakasi,2023-01-04,Sales,Sales Consultant,PhD,92160,Good,No,1967-06-11,
00-75025705,Harry,Bailey,Male,Nairobi,Dagoreti,2024-03-03,IT,Software Developer,Bachelor,99465,Good,Yes,1979-06-14,
00-23731131,Allison,Ford,Male,Nakuru,Gilgil,2021-09-19,IT,IT Support Specialist,Bachelor,61803,Good,No,1996-04-22,
00-93274201,Jamie,Evans,Female,Nakuru,Molo,2019-01-31,Customer Service,Support Specialist,High School,58798,Excellent,Yes,1979-08-27,
00-83175374,Melissa,Mendez,Male,Nairobi,Ruaraka,2024-12-21,Operations,Operations Analyst,Bachelor,79767,Satisfactory,No,1995-09-01,
00-59663454,Alice,Horn,Male,Nakuru,Molo,2019-11-23,Operations,Inventory Specialist,High School,56318,Satisfactory,No,1984-06-20,
00-21432003,Ashley,Rogers,Female,Nairobi,Embakasi,2019-06-02,Operations,Logistics Coordinator,Bachelor,62827,Excellent,No,1985-01-23,
00-94281692,Michael,Campbell,Female,Nairobi,Nairobi,2024-09-12,Operations,Operations Analyst,Master,84219,Good,Yes,1981-11-06,
00-64826758,Ryan,Evans,Male,Nakuru,Naivasha,2019-05-09,Finance,Accounts Payable Specialist,Bachelor,64143,Satisfactory,No,1987-12-29,
00-86755219,Karen,Baxter,Female,Nairobi,Kasarani,2018-12-25,Customer Service,Support Specialist,High School,60153,Good,No,1995-12-23,
00-97461289,Kelly,Walker,Female,Mombasa,Nyali,2024-10-02,Sales,Sales Specialist,Bachelor,78245,Satisfactory,Yes,2004-08-09,
00-48974101,Jonathan,Jones,Male,Uasin Gishu,Kesses,2023-12-15,Customer Service,Support Specialist,Bachelor,60510,Good,Yes,1981-05-31,
00-43273757,Kevin,Martinez,Female,Bungoma,Chwele,2023-08-10,Customer Service,Customer Service Representative,Bachelor,61434,Good,No,2003-09-15,
00-44578176,Sarah,Chapman,Female,Mombasa,Likoni,2016-10-19,Customer Service,Customer Service Representative,Bachelor,60413,Satisfactory,Yes,1972-03-08,
00-40271240,Catherine,Bass,Male,Kisumu,Nyalenda,2024-11-29,Marketing,Marketing Manager,PhD,98174,Good,No,1976-01-16,
00-74714670,Jonathan,Lane,Female,Mombasa,Mombasa,2022-04-21,Finance,Accountant,Bachelor,79464,Excellent,Yes,1978-09-06,
00-64318477,Jeremy,Ibarra,Female,Bungoma,Kimilili,2016-12-06,IT,IT Support Specialist,Bachelor,59234,Good,No,1986-11-16,
00-75792454,Robert,Smith,Male,Nakuru,Njoro,2020-10-21,Operations,Operations Analyst,Bachelor,93438,Satisfactory,No,1981-01-08,
00-19834748,Erica,Sandoval,Male,Nairobi,Kasarani,2020-08-06,Sales,Sales Representative,Bachelor,61304,Good,Yes,2000-03-15,
00-40300423,George,Walker,Female,Nairobi,Nairobi,2019-08-19,Sales,Sales Specialist,PhD,74054,Excellent,No,1976-02-20,
00-99018687,Mark,Fisher,Male,Nairobi,Ruaraka,2017-08-24,Operations,Operations Analyst,Bachelor,58794,Needs Improvement,No,1986-06-19,
00-54765093,Jennifer,Cummings,Female,Mombasa,Likoni,2023-03-26,Operations,Logistics Coordinator,Bachelor,57835,Good,Yes,1980-11-27,
00-88360154,Vanessa,Caldwell,Male,Kisumu,Kisumu,2020-07-26,Sales,Sales Consultant,Bachelor,101133,Satisfactory,No,1998-07-04,
00-36612148,Dawn,Khan,Female,Nairobi,Dagoreti,2020-08-14,Customer Service,Help Desk Technician,High School,83261,Good,No,1973-04-19,
00-71689400,Michele,Nelson,Male,Kiambu,Limuru,2015-04-07,Operations,Logistics Coordinator,Bachelor,70354,Good,No,1992-07-19,
00-34675726,Eric,Coffey,Male,Nairobi,Nairobi,2023-12-14,Sales,Sales Specialist,Master,68775,Satisfactory,No,1985-05-16,
00-70203892,Kathleen,Griffin,Female,Nairobi,Embakasi,2017-01-24,Sales,Sales Specialist,Master,62855,Satisfactory,No,2003-09-23,
00-46364093,Hayley,Wilson,Female,Nakuru,Nakuru,2020-07-04,Sales,Sales Representative,Bachelor,65405,Good,No,1981-10-23,
00-81745429,Kathleen,Mendoza,Female,Nairobi,Nairobi,2019-04-28,IT,Software Developer,Bachelor,84283,Excellent,No,2004-12-04,
00-40265112,Rachel,Stone,Female,Nairobi,Nairobi,2018-03-16,Marketing,Marketing Coordinator,Bachelor,67239,Good,No,1975-01-31,
00-73140855,Justin,Mckinney,Female,Bungoma,Webuye,2019-06-10,IT,Software Developer,Master,82414,Good,No,2001-08-13,
00-91644753,Mitchell,Kennedy,Male,Bungoma,Naitiri,2016-08-15,IT,System Administrator,Bachelor,103103,Good,No,1963-09-11,
00-14578975,David,Strickland,Male,Nairobi,Dagoreti,2024-01-15,IT,System Administrator,Bachelor,109171,Satisfactory,No,1973-08-06,
00-57953300,John,Williams,Female,Nairobi,Kasarani,2016-04-18,Marketing,Content Creator,Bachelor,55471,Good,Yes,1992-11-17,
00-98236069,Ashley,Charles,Female,Kakamega,Mumias,2017-05-29,Finance,Accounts Payable Specialist,Bachelor,58883,Satisfactory,No,1989-12-20,
00-56588756,Sarah,Hernandez,Female,Kakamega,Kakamega,2016-08-25,Operations,Operations Analyst,Master,89107,Satisfactory,Yes,1975-07-14,
00-35848410,Jeffrey,Brown,Female,Nairobi,Ruaraka,2024-01-11,Sales,Sales Representative,Bachelor,59492,Good,No,2003-09-27,
00-19848166,Donald,Mclaughlin,Male,Nairobi,Kasarani,2020-05-18,IT,Software Developer,Bachelor,110673,Good,Yes,2005-03-29,
00-10195370,Daniel,Maxwell,Male,Nakuru,Naivasha,2018-03-21,Sales,Sales Representative,Bachelor,77155,Satisfactory,No,1988-02-27,
00-20610410,Jessica,Murray,Male,Nairobi,Ruaraka,2022-11-30,Customer Service,Support Specialist,High School,56490,Good,Yes,1990-01-07,
00-70651881,Phillip,Kelly,Male,Kiambu,Kiambu,2017-10-02,Customer Service,Customer Service Representative,Bachelor,69122,Excellent,No,1975-10-25,
00-93101517,Brooke,Lee,Female,Kisumu,Milimani,2019-08-15,IT,IT Support Specialist,Bachelor,54828,Good,No,2003-12-26,
00-90836296,Matthew,Byrd,Male,Bungoma,Bungoma,2022-07-03,IT,IT Support Specialist,Bachelor,65121,Satisfactory,Yes,1990-03-15,
00-96786855,Tamara,Peters,Male,Nairobi,Embakasi,2020-06-16,Finance,Accountant,Bachelor,89985,Good,No,1986-07-23,
00-16788521,Tara,Miller,Male,Uasin Gishu,Moiben,2017-08-11,Operations,Logistics Coordinator,Bachelor,71610,Satisfactory,No,1988-02-11,
00-11691339,Chelsea,Blackburn,Female,Mombasa,Mombasa,2022-04-12,Operations,Logistics Coordinator,Bachelor,61148,Good,Yes,1979-02-16,
00-25734299,Janice,Tran,Male,Uasin Gishu,Eldoret,2020-03-14,Sales,Sales Representative,Bachelor,65816,Good,Yes,2004-12-10,
00-43372509,Jordan,Murphy,Female,Nairobi,Nairobi,2021-05-31,Finance,Financial Analyst,Master,107038,Good,Yes,1972-06-17,
00-30080491,Jeffrey,Jones,Male,Kisumu,Kondele,2017-12-29,Operations,Inventory Specialist,High School,66439,Good,No,1980-07-22,
00-38052325,Amber,Watson,Female,Bungoma,Naitiri,2020-12-09,IT,System Administrator,Bachelor,86364,Excellent,Yes,1970-11-03,
00-31517603,Jamie,Zamora,Male,Uasin Gishu,Soy,2022-03-15,Sales,Sales Specialist,Bachelor,89573,Good,Yes,1971-07-02,
00-15356036,Maria,Moore,Female,Kisumu,Kondele,2017-09-18,Marketing,SEO Specialist,Bachelor,57894,Excellent,Yes,1973-03-22,
00-83012855,Joyce,Johnson,Male,Mombasa,Changamwe,2020-04-06,Sales,Sales Specialist,Bachelor,68063,Needs Improvement,Yes,1995-07-26,
00-94334639,James,Ellis,Male,Kisumu,Kisumu,2024-03-12,Sales,Sales Representative,Bachelor,62766,Needs Improvement,No,2001-01-20,
00-98593293,Joseph,Clark,Male,Kisumu,Kondele,2019-02-11,Customer Service,Customer Service Representative,High School,56410,Satisfactory,No,1978-11-29,
00-30340933,Andrew,Hall,Male,Nairobi,Ruaraka,2019-06-25,Customer Service,Customer Service Representative,Bachelor,67845,Needs Improvement,No,1997-12-24,
00-55358363,Jennifer,Perry,Female,Nairobi,Embakasi,2016-10-14,IT,Software Developer,Bachelor,89119,Satisfactory,No,2000-02-06,
00-68697353,Heather,Owen,Female,Nairobi,Kasarani,2022-06-03,Marketing,Content Creator,High School,60645,Excellent,No,1988-05-08,
00-37343329,Kimberly,Fernandez,Female,Bungoma,Webuye,2022-01-11,Finance,Accountant,Bachelor,62788,Needs Improvement,No,1981-12-19,
00-66039079,Antonio,Moody,Male,Nairobi,Nairobi,2017-09-10,Marketing,Content Creator,Bachelor,65780,Excellent,No,1965-03-01,
00-91188491,Lee,Zimmerman,Female,Mombasa,Mombasa,2024-02-24,IT,IT Support Specialist,Bachelor,63980,Excellent,No,1972-08-05,
00-12773612,Ashley,Ramirez,Male,Mombasa,Mombasa,2020-10-19,Customer Service,Support Specialist,High School,62779,Satisfactory,No,1998-06-25,
00-67982400,Brandi,Williams,Male,Nairobi,Ruaraka,2019-12-11,Sales,Sales Representative,Bachelor,88298,Satisfactory,No,1961-02-09,
00-91217712,Linda,Davis,Female,Mombasa,Mombasa,2020-09-14,IT,IT Manager,PhD,112813,Good,Yes,1962-08-04,
00-32573757,Teresa,Kim,Male,Nairobi,Dagoreti,2015-04-22,Operations,Inventory Specialist,Bachelor,64476,Good,No,1999-10-29,
00-25768498,Caleb,Baker,Female,Kisumu,Kisumu,2020-01-15,Sales,Sales Specialist,Bachelor,53764,Satisfactory,No,1990-07-13,
00-82591844,Kevin,Skinner,Female,Nairobi,Ruaraka,2023-01-23,Finance,Financial Analyst,Master,103466,Good,No,1963-01-22,
00-47869196,Eric,Herrera,Male,Bungoma,Bungoma,2023-11-04,Finance,Financial Analyst,Bachelor,90453,Good,Yes,1987-08-04,
00-36802227,Mary,Valentine,Male,Nairobi,Ruaraka,2022-03-05,Customer Service,Help Desk Technician,High School,85733,Excellent,Yes,1986-07-02,
00-62317751,Fernando,Hansen,Female,Kiambu,Kiambu,2018-04-19,Sales,Sales Representative,Bachelor,66304,Excellent,Yes,1984-07-31,
00-82090202,Robert,Morgan,Female,Nairobi,Ruaraka,2017-06-24,Operations,Operations Analyst,Bachelor,68408,Excellent,No,1985-05-10,
00-16314366,Karen,Blair,Female,Nairobi,Dagoreti,2018-10-20,Sales,Sales Specialist,Master,62436,Good,No,2000-01-19,
00-35027676,Sandra,Moore,Male,Kisumu,Milimani,2022-03-20,Finance,Accounts Payable Specialist,Bachelor,61866,Satisfactory,Yes,1992-08-14,
